freq,db l,db r
48.8786908216913,94.2827163440264,94.3682702364032
49.1627147522177,94.2849955360445,94.3752021231699
49.4483890868723,94.2872747280626,94.3821340099365
49.735723415811,94.2893992956785,94.388129968173
50.0247273849162,94.2908866043752,94.3902686516506
50.3154106961205,94.292373913072,94.3924073351283
50.6077831077322,94.2938612217688,94.394546018606
50.9018544347635,94.2953485304655,94.3966847020836
51.1976345492593,94.2968358391622,94.3988233855612
51.4951333806291,94.3016113507187,94.4038894005088
51.7943609159799,94.3076933296969,94.4101185016044
52.0953272004519,94.313775308675,94.4163476026999
52.3980423375555,94.3198572876532,94.4225767037954
52.7025164895105,94.3259392666314,94.428805804891
53.0087598775871,94.3299637103318,94.4333209855571
53.3167827824494,94.3309613439519,94.435314842925
53.6265955445002,94.331958977572,94.4373087002928
53.9382085642283,94.332956611192,94.4393025576607
54.2516323025573,94.3339542448121,94.4412964150286
54.5668772811976,94.3355667859377,94.4437196231022
54.8839540829985,94.3390019601754,94.4474154596704
55.2028733523045,94.342437134413,94.4511112962385
55.5236457953118,94.3458723086506,94.4548071328067
55.8462821804284,94.3493074828882,94.4585029693749
56.1707933386351,94.3524550540246,94.4621325109407
56.4971901638493,94.3547362023779,94.4655623345616
56.8254836132908,94.3570173507311,94.4689921581825
57.1556847078493,94.3592984990844,94.4724219818034
57.487804532455,94.3615796474376,94.4758518054242
57.8218542364498,94.3596079715107,94.474777655349
58.1578450339627,94.3509032797137,94.4665728729279
58.4957882042851,94.3421985879167,94.4583680905067
58.8356950922505,94.3334938961197,94.4501633080856
59.1775771086146,94.3247892043227,94.4419585256644
59.5214457304386,94.3254666055171,94.4455403084165
59.8673125014748,94.3310151001531,94.4552415636966
60.2151890325536,94.3365635947892,94.4649428189766
60.5650870019736,94.3421120894252,94.4746440742567
60.9170181558936,94.3466846372511,94.4831595424468
61.2709943087268,94.3346454416012,94.4714915429001
61.6270273435377,94.3226062459513,94.4598235433534
61.9851292124405,94.3105670503014,94.4481555438067
62.345311937001,94.2985278546515,94.43648754426
62.7075876086396,94.2905859899329,94.4282981194377
63.0719683890375,94.2857061919462,94.4227083450015
63.4384665105449,94.2808263939596,94.4171185705653
63.8070942765918,94.275946595973,94.4115287961291
64.1778640621006,94.2703684835936,94.4054717477789
64.5507883139019,94.2620423051365,94.397575843456
64.9258795511524,94.2537161266794,94.389679939133
65.3031503657549,94.2453899482223,94.3817840348101
65.6826134227812,94.2370637697652,94.3738881304872
66.064281460897,94.2201783635903,94.3546268465671
66.4481672927901,94.2027548348457,94.3346510160226
66.8342838055998,94.1853313061011,94.314675185478
67.2226439613502,94.1679077773565,94.2946993549334
67.6132607973848,94.1521008533405,94.2773882904737
68.0061474268045,94.1367451818431,94.2608210580627
68.4013170389077,94.1213895103457,94.2442538256517
68.7987828996331,94.1060338388483,94.2276865932407
69.198558352005,94.094320321189,94.2138793568064
69.6006568165813,94.0840191485741,94.2011423845108
70.0050917919038,94.0737179759592,94.1884054122151
70.4118768549517,94.0634168033443,94.1756684399195
70.8210256615971,94.0512078761464,94.1617949440176
71.2325519470637,94.0383723060726,94.1475481325815
71.6464695263875,94.0255367359988,94.1333013211454
72.0627922948811,94.012701165925,94.1190545097093
72.4815342285995,94.0067880611058,94.1121444317862
72.9027093848101,94.0018721582811,94.1062912324494
73.3263319024637,93.9969562554564,94.1004380331126
73.7524160026701,93.9929986022761,94.0955182512123
74.1809759891745,93.9999601426105,94.1012347014027
74.6120262488386,94.006921682945,94.1069511515932
75.045581252123,94.0138832232794,94.1126676017836
75.4816555535732,94.0212497466806,94.1190441757198
75.9202637923081,94.0293092309899,94.1265502782408
76.3614206925114,94.0373687152992,94.1340563807617
76.8051410639262,94.0454281996084,94.1415624832827
77.2514398023518,94.06237677029,94.1554755706879
77.7003318901438,94.0825272381214,94.1716964888173
78.1518323967174,94.1026777059528,94.1879174069468
78.6059564790528,94.1231255011489,94.2050492570563
79.0627193822045,94.1449611473399,94.226433113556
79.5221364398127,94.1667967935309,94.2478169700558
79.9842230746182,94.1886324397219,94.2692008265555
80.4489947989803,94.2141059086002,94.2916766937323
80.9164672153971,94.2412169022967,94.3146441171885
81.3866560170299,94.2683278959932,94.3376115406447
81.8595769882295,94.2909095630586,94.3579083944533
82.3352460050664,94.3013559211128,94.3710500593011
82.8136790358635,94.311802279167,94.384191724149
83.2948921417326,94.3222486372212,94.3973333889969
83.778901477113,94.346551402764,94.4192567370316
84.2657232903142,94.3720530932935,94.4419399197787
84.7553739240612,94.397554783823,94.4646231025257
85.2478698160434,94.4179168206196,94.4871195786489
85.7432274994659,94.4352961558996,94.5095077030893
86.2414636036051,94.4526754911797,94.5318958275297
86.7425948543663,94.4684149527915,94.5514725567682
87.2466380748461,94.4817616057869,94.5669470610646
87.7536101858961,94.4951082587823,94.582421565361
88.2635282066918,94.5084834246333,94.5980019268238
88.7764092553035,94.5219490241848,94.6139180335169
89.292270549271,94.5354146237363,94.62983414021
89.8111294061817,94.5483687069294,94.6453017381488
90.3330032442519,94.5578947796465,94.657763581368
90.8579095829115,94.5674208523635,94.6702254245872
91.3858660433922,94.5768568021588,94.6827217745461
91.9168903493192,94.5851815164087,94.695643600232
92.4510003273056,94.5935062306587,94.7085654259179
92.9882139075517,94.6020408224266,94.7214091191026
93.5285491244462,94.6132279050916,94.7332653518385
94.0720241171718,94.6244149877566,94.7451215845743
94.6186571303146,94.6338262357,94.7556823733136
95.1684665144759,94.6305688360789,94.7570015793579
95.7214707268887,94.6273114364578,94.7583207854022
96.2776883320369,94.6240745250891,94.7589307125092
96.837138002279,94.620909352692,94.7570571217232
97.3998385184748,94.6177441802948,94.7551835309373
97.9658087706154,94.6105776621053,94.7495449749247
98.5350677584581,94.5965777352641,94.7374766956922
99.1076345921636,94.582577808423,94.7254084164596
99.6835284929379,94.568128302726,94.711326750787
100.262768793677,94.5533296260325,94.695681363555
100.845374939618,94.5385309493391,94.6800359763229
101.431366488987,94.5157297559494,94.6595762078645
102.020763113663,94.490944223183,94.6379226441782
102.613584599831,94.4678106629404,94.6177019913517
103.20985084865,94.4628692573663,94.6132611021772
103.809581876922,94.4579278517921,94.6088202130028
104.412797817761,94.4553019179117,94.6079602646421
105.019518921271,94.4560449938601,94.6123105828682
105.629765555225,94.4567880698085,94.6166609010943
106.243558205749,94.4694147436657,94.6316874180676
106.860917478009,94.4855456594092,94.6498621383985
107.481864096905,94.5002427628325,94.6671933806839
108.106418907762,94.5082656413464,94.6805983335226
108.734602877037,94.5162885198604,94.6940032863613
109.366437093015,94.5289738653335,94.7104360476518
110.001942766523,94.5445185857921,94.7287256885349
110.641141231639,94.5599162964074,94.746890795774
111.284053946408,94.5739939301414,94.763937651467
111.930702493565,94.5880715638753,94.78098450716
112.581108581256,94.6013173185626,94.7971923175324
113.23529404377,94.6140462699607,94.8128788725815
113.89328084227,94.6274435212213,94.8291242684093
114.555091065531,94.6441353781095,94.848124655039
115.220746930679,94.6608272349978,94.8671250416687
115.890270783943,94.6724451606742,94.8822182600285
116.563685101399,94.682413998707,94.8960416024979
117.241012489727,94.6943897648171,94.911377827511
117.92227568697,94.7097235980426,94.9292454641762
118.607497563297,94.724958750466,94.9470312385734
119.29670112177,94.7364731994272,94.9617304427629
119.989909499119,94.7479876483884,94.9764296469524
120.687145966515,94.7588223429706,94.9913362084166
121.388433930353,94.7693781983955,95.0063278290279
122.093796933039,94.7786205818953,95.0199364487986
122.803258653778,94.7860719036054,95.0316591965431
123.51684290937,94.7939537907472,95.043713970575
124.234573655009,94.8039844140099,95.0574257212805
124.95647498509,94.8140150372726,95.0711374719859
125.682571134012,94.8212122984023,95.0819422007947
126.412886476998,94.8282283622094,95.0925610216398
127.147445530909,94.8349493560058,95.1023934052132
127.886272955069,94.8415673354798,95.1119512291918
128.629393552091,94.8476054506421,95.1200038317553
129.376832268712,94.8532065062459,95.1269219078551
130.12861419663,94.8587489066903,95.1343176148724
130.884764573343,94.8642123300401,95.1423564350015
131.645308783002,94.8676662430142,95.1480960106711
132.410272357258,94.8666145884897,95.1486803996676
133.179680976122,94.867494195886,95.1505034529753
133.953560468825,94.8753679911715,95.1568124078751
134.731936814688,94.881046870035,95.1619287189028
135.514836143992,94.8742260991791,95.1602531400475
136.302284738855,94.8682226252385,95.1588935302154
137.094309034114,94.8690527470772,95.1601758055336
137.890935618217,94.8699395200903,95.1613775124164
138.692191234107,94.8714121773181,95.161745983714
139.498102780129,94.872907100221,95.1621548164444
140.308697310926,94.8746195595621,95.1629579818087
141.124002038352,94.8757903551692,95.1633386861994
141.944044332381,94.8730015672026,95.1606311839649
142.76885172203,94.870935332946,95.1587486411323
143.598451896281,94.8723940802185,95.1608906664578
144.43287270501,94.8726817845156,95.1609632646775
145.272142159926,94.8692950419302,95.1545425060027
146.116288435504,94.865637262109,95.1495227427736
146.965339869937,94.8614403687889,95.1472896651254
147.819324966087,94.8610332885886,95.1457375952861
148.678272392436,94.8652907110619,95.1450237099811
149.542210984057,94.8629517932226,95.1402967351708
150.411169743576,94.8558826989559,95.1326920098989
151.285177842146,94.8522371826186,95.1289669808923
152.164264620428,94.8498168629485,95.1266303797328
153.048459589578,94.8516730620539,95.1279459547575
153.937792432232,94.8535918108588,95.1291028545759
154.832293003506,94.8523664206964,95.1257230593157
155.731991332001,94.8491796789102,95.121363790329
156.636917620804,94.8417125030263,95.1148669277125
157.547102248508,94.8412692459221,95.1139523740548
158.46257577023,94.8467130145542,95.117716575596
159.383368918634,94.8419268664311,95.1152509745545
160.309512604969,94.8349565784706,95.111208431728
161.241037920099,94.8363258113068,95.1081743684407
162.177976135554,94.8343351776251,95.1041810017013
163.120358704573,94.8258172874495,95.0983239836372
164.068217263166,94.8259900139691,95.0984957770089
165.021583631172,94.8310642894578,95.1020678485789
165.980489813328,94.8244300786223,95.0976256916497
166.944968000345,94.8190455060874,95.0941917296954
167.915050569988,94.8180981947004,95.0941729247587
168.89077008816,94.8148139576953,95.0936983046752
169.87215931,94.8101947119254,95.0929610470977
170.85925118098,94.8070260015298,95.0864451360871
171.852078838011,94.803265804786,95.0805333508521
172.850675610555,94.7985395924632,95.0756082239103
173.855075021745,94.8007023080371,95.080774877283
174.865310789511,94.8028775238943,95.0860247806239
175.88141682771,94.796170557273,95.0785518649084
176.903427247264,94.7878588897025,95.0717174805141
177.93137635731,94.7787862913926,95.0652617828859
178.965298666345,94.7755367127913,95.0580863164025
180.00522888339,94.7751249001328,95.0560974839717
181.051201919151,94.7775801349184,95.0593488039016
182.103252887193,94.7814359991192,95.0595627049016
183.161417105121,94.7788400449236,95.0555008378834
184.225730095761,94.7680518502683,95.0462002502911
185.296227588355,94.7683832416747,95.0414778312571
186.372945519761,94.7686155257255,95.0376347635288
187.455920035658,94.7677457518274,95.0345047249827
188.545187491761,94.7664420796937,95.0343481892852
189.640784455039,94.7671060026215,95.0332017395873
190.742747704945,94.7695392579645,95.0308067331271
191.85111423465,94.7636512920231,95.0258633545372
192.965921252284,94.7569449086122,95.019204891565
194.087206182187,94.7511556920183,95.0130354337355
195.215006666162,94.7533225822186,95.0158690442996
196.349360564742,94.750398093268,95.0090912750277
197.490305958459,94.7456452851227,95.0020740462179
198.637881149125,94.7408709730298,95.0015978792904
199.792124661113,94.7353300182635,94.9953635648876
200.953075242656,94.7297522700459,94.9917872980307
202.120771867142,94.7252948493028,94.99053689144
203.295253734427,94.7262657454216,94.9879997504023
204.476560272151,94.7249052984782,94.9824022763442
205.664731137055,94.7245423942256,94.9788585447436
206.859806216323,94.7260445279148,94.9784621570197
208.061825628909,94.7272146661446,94.9759109884469
209.270829726896,94.7205588095351,94.9703988635598
210.486859096839,94.718066175485,94.9659411154622
211.709954561137,94.7227604374226,94.9642649280081
212.940157179398,94.7237346706381,94.9654422289949
214.17750824982,94.7153281326989,94.9557222096225
215.422049310573,94.7139775149272,94.9516393978483
216.673822141201,94.7173539658407,94.9519739296374
217.932868764017,94.7130855317038,94.9464476958201
219.199231445519,94.7063434943447,94.9366531504338
220.472952697806,94.7001788548613,94.9277109577548
221.754075280005,94.6931875629627,94.9201444589897
223.042642199709,94.6882016454352,94.9149168101765
224.338696714419,94.6944933615286,94.9137942090008
225.642282332995,94.6849227940731,94.9065192286
226.953442817121,94.6817938843293,94.8984305542734
228.272222182766,94.6775910425371,94.8913628434111
229.598664701672,94.6721001285511,94.8866649147598
230.932814902832,94.6695528951843,94.8832307646393
232.274717573988,94.6656398949912,94.8696897990772
233.624417763135,94.6617435373221,94.8642306684068
234.981960780031,94.6559635641553,94.8498123777402
236.347392197723,94.6486131106238,94.8435230244571
237.720757854069,94.6477620422871,94.8412532324027
239.102103853284,94.6484930358056,94.8293101202655
240.491476567486,94.6197457194824,94.8114428323393
241.888922638248,94.6176443506205,94.8094213723407
243.294488978172,94.6081043941846,94.7968335686208
244.708222772457,94.5452859931269,94.774278684328
246.130171480484,94.5369428259811,94.7399765535499
247.560382837414,94.6357500992099,94.7688007957767
248.998904855784,94.6806018397686,94.8034548713319
250.445785827124,94.6042884311141,94.7760913417143
251.901074323575,94.6126279987726,94.7739873549451
253.364819199521,94.5900077175584,94.7617952046113
254.837069593229,94.5816612746489,94.7543933291209
256.317874928498,94.5838633256252,94.7469723821032
257.807284916318,94.5809517621512,94.746895431503
259.305349556539,94.5977514478904,94.7481953272585
260.812119139551,94.5830269778667,94.7381760093223
262.32764424797,94.5828033145237,94.7332950564096
263.851975758338,94.5907210062912,94.7318719038322
265.38516484283,94.5859537961774,94.7225889415603
266.92726297097,94.572534476138,94.7111837373473
268.478321911363,94.5624922010666,94.7040196056288
270.038393733429,94.5598791936123,94.7025476228727
271.607530809154,94.5463879397564,94.6915808852229
273.185785814846,94.5353266859657,94.6792968296692
274.773211732903,94.537891177366,94.6785958349008
276.369861853596,94.5312201983644,94.673024842713
277.975789776851,94.5270961165371,94.6672506034689
279.591049414054,94.5271883008962,94.6641909631208
281.215694989859,94.5223086551252,94.6559085069155
282.849781044007,94.5141487378397,94.6466922864982
284.493362433159,94.512907964491,94.6436824865351
286.146494332737,94.5182260607644,94.6443608601139
287.809232238775,94.5116109851234,94.6399735904731
289.481631969784,94.5061602361951,94.6322453563851
291.163749668623,94.4993812561874,94.6262141642449
292.855641804388,94.4934006382575,94.6210721425537
294.557365174303,94.4892760560082,94.6166352941352
296.26897690563,94.4770432509805,94.599077529145
297.990534457586,94.4719157035303,94.5994739013441
299.72209562327,94.4654991808792,94.5839172671639
301.463718531606,94.4547966036914,94.5749323887659
303.215461649293,94.4481073417606,94.5701016734553
304.977383782768,94.4482850006809,94.5676065280995
306.74954408018,94.443621082844,94.5626381379622
308.532002033374,94.438354451803,94.5577220740856
310.324817479892,94.4322098016633,94.5523856782194
312.128050604978,94.4290792000029,94.5506486983782
313.941761943602,94.4180069522991,94.5356250942766
315.766012382487,94.4209655111772,94.5380044751215
317.600863162159,94.3968553516907,94.5202692855338
319.446375878999,94.3993315251246,94.5212666577571
321.302612487311,94.391077092798,94.5071314132191
323.169635301403,94.3717138615958,94.4815574781892
325.047506997679,94.3803936180947,94.4835103700165
326.936290616743,94.3633416818575,94.4733997123762
328.836049565514,94.3727711721415,94.4568816895854
330.746847619355,94.3643987825554,94.4707233293346
332.668748924215,94.3542849864042,94.4506339284838
334.601817998783,94.3484516707713,94.4417028883544
336.54611973665,94.3309340696328,94.4232261442106
338.501719408494,94.3438062839167,94.4301512175612
340.468682664262,94.3284836970535,94.4159871058665
342.447075535385,94.3194387110417,94.4062656950625
344.436964436986,94.3129281458766,94.397794344207
346.438416170112,94.3014658182179,94.3849660931738
348.451497923977,94.3055656535248,94.3797163385833
350.47627727822,94.2964664402847,94.3671846276223
352.512822205169,94.2977275506982,94.3610313591078
354.561201072126,94.2878499618564,94.3562119105936
356.621482643661,94.274764435688,94.3464790813644
358.69373608392,94.2778044465497,94.3406309223421
360.778030958949,94.2748522125239,94.3243773314417
362.874437239026,94.267538687721,94.3147106005748
364.983025301014,94.2664229449605,94.3127316120147
367.103865930719,94.2704483678508,94.301680394296
369.237030325269,94.2412515041333,94.2976552721943
371.382590095507,94.2312753734989,94.2822667937846
373.540617268387,94.2432595264353,94.2710371553353
375.7111842894,94.2367001239977,94.2683547243469
377.894364025,94.2236732685656,94.2560453052524
380.090229765057,94.224376951298,94.2479852404447
382.298855225309,94.2202220170307,94.2394273219382
384.520314549843,94.2106990585554,94.2316477056634
386.754682313581,94.2148382785813,94.2286057653119
389.002033524785,94.2041722942213,94.2199022623103
391.262443627574,94.2021016795883,94.2142143680247
393.535988504459,94.1955247377874,94.2000834258195
395.822744478885,94.1829625098552,94.193016989579
398.1227883178,94.177925275335,94.1869129847042
400.436197234227,94.1792619997642,94.1729751384756
402.763048889858,94.1621673087886,94.1645208528024
405.103421397661,94.1610214579452,94.1715565015904
407.457393324503,94.1673063574103,94.1603891822239
409.825043693787,94.1463624969324,94.1506266119943
412.206451988103,94.1923068303131,94.1583294107358
414.601698151899,94.1597938320931,94.1352333572982
417.010862594163,94.1487882776021,94.1299846737409
419.434026191123,94.1500488920515,94.130130506857
421.871270288964,94.1451764064654,94.1131177297095
424.322676706553,94.1277457928341,94.0978033059303
426.788327738192,94.1303128351809,94.0962384679494
429.268306156379,94.1252918184263,94.0872280255335
431.762695214583,94.1187915267726,94.0825665953716
434.271578650043,94.1200114085757,94.0711435496533
436.795040686579,94.110240059264,94.0588814541769
439.333166037416,94.1106273582247,94.0545373638477
441.886039908031,94.1069266800548,94.04629303147
444.453747999012,94.1010587466216,94.0383092180605
447.036376508937,94.0962594381655,94.0188976915409
449.634012137263,94.0967680984574,94.0139181416325
452.246742087242,94.0910714458857,94.0087191919643
454.874654068845,94.0815055154536,93.995843734297
457.517836301707,94.0825561926528,93.9873307667034
460.176377518092,94.0745390675745,93.9820747337963
462.850366965863,94.0754335494274,93.9790442252867
465.53989441149,94.0691158019914,93.9729803540349
468.245050143053,94.0757445696817,93.9653751055834
470.96592497328,94.0746763742517,93.9563384207479
473.702610242591,94.0867119802037,93.9624154268668
476.455197822167,94.0614385359983,93.949739215272
479.223780117034,94.0749541311026,93.9317734416681
482.008450069163,94.0576815679627,93.9214044025648
484.809301160593,94.0570437911118,93.9131436972384
487.626427416567,94.0431639661855,93.887659130034
490.459923408688,94.0294289040232,93.8633110714482
493.309884258098,94.0390456216158,93.8748467357911
496.176405638666,94.0562193047873,93.8719881396383
499.059583780201,94.0463237724062,93.8624451928274
501.959515471686,94.0472260429463,93.8656354261963
504.876298064524,94.042540009428,93.8479512239709
507.810029475806,94.0258640674591,93.8356895193842
510.760808191599,94.0095342647225,93.8222240623924
513.728733270252,94.0035427604387,93.8027743381897
516.713904345723,94.0043940822161,93.7994369628453
519.71642163092,93.9992015976713,93.8045828175803
522.736385921069,93.9941364739202,93.7859032641024
525.773898597095,94.0023981634719,93.7847200208051
528.829061629029,93.9882580972716,93.7805535083609
531.901977579426,93.9876969474263,93.7744549248435
534.992749606811,93.9877117692156,93.771195916385
538.101481469143,93.9754541970699,93.7603006035735
541.228277527296,93.9750708093005,93.764113570887
544.373242748565,93.9609640512657,93.762877361833
547.536482710185,93.9544283992564,93.7615989293588
550.718103602882,93.9638325444679,93.7612394751193
553.918212234432,93.9744432227813,93.7559987249949
557.13691603325,93.9851622493822,93.7607127930533
560.374323051993,93.977900894476,93.7459285298586
563.630541971193,93.9748588935573,93.7451179101838
566.9056821029,94.0411736167855,93.7474184691241
570.199853394353,93.9434077542078,93.7308269464886
573.513166431673,93.9478834643899,93.7129743392999
576.845732443574,93.6892349934838,93.7628447183409
580.197663305096,93.8695302756344,93.7169101040553
583.569071541362,93.9078836205177,93.707655396823
586.960070331356,93.9376852043188,93.6879640970325
590.370773511721,93.9367819139547,93.6838777758046
593.801295580579,93.933456727061,93.6802886675833
597.251751701381,93.9149738436523,93.6850659610013
600.722257706766,93.9282008687795,93.6681199144103
604.212930102452,93.9267542141056,93.6605708244427
607.723886071151,93.9251831378186,93.662518271773
611.255243476496,93.9154269728958,93.6504086321076
614.807120867001,93.9185576880909,93.6427100578902
618.379637480044,93.9117157231315,93.6417141451252
621.972913245864,93.907412991101,93.6042213678248
625.587068791591,93.8955901340537,93.6247198253419
629.222225445293,93.8931711501227,93.6271353935352
632.87850524005,93.9281453545506,93.6270770108587
636.556030918054,93.9226189684732,93.6281462808441
640.254925934722,93.9363998829174,93.6247907054515
643.975314462849,93.9500807617781,93.6253208279514
